регион,дата,девелопер,проект,м2,шт,локация SMLT,координаты,индекс,индекс_проект,АТД,кол-во месяцев для темпа
Москва,01.07.2023,MR Group,Абрикосов,"68,9",1,0,,,Абрикосов,0,11
Москва,01.07.2023,MR Group,Метрополия,"4019,3",81,0,,,Метрополия,0,11
Москва,01.07.2023,MR Group,Мод,"1107,3",16,ОКТЯБРЬСКАЯ 98,"[55.798185, 37.624556]",5,5_Мод,СВАО,11
Москва,01.07.2023,MR Group,Павелецкая Сити,"456,6",7,СТРЕМЯННЫЙ 2,"[55.719134, 37.636125]",5,5_Павелецкая Сити,ЮАО,11
Москва,01.07.2023,MR Group,Селигер Сити,"2025,1",52,0,,,Селигер Сити,0,11
Москва,01.07.2023,MR Group,Симфони 34,1603,26,0,,,Симфони 34,0,11
Москва,01.07.2023,MR Group,Сити Бэй,831,20,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.829709, 37.402839]",5,5_Сити Бэй,СЗАО,11
Москва,01.07.2023,MR Group,Фили Сити,"450,2",7,0,,,Фили Сити,0,11
Москва,01.07.2023,MR Group,Хайд,"616,2",9,0,,,Хайд,0,11
МО,01.07.2023,MR Group,Эко Видное 2.0,"2558,8",54,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.530623, 37.724499]",3,3_Эко Видное 2.0,Ленинский городской округ,11
Москва,01.07.2023,October Group,Сторис,"432,2",8,ВЕРЕЙСКАЯ 41,"[55.697789, 37.471123]",2,2_Сторис,ЗАО,10
Москва,01.07.2023,Optima Development,Прайм Парк,"831,2",10,0,,,Прайм Парк,0,11
Москва,01.07.2023,Patek,Академика Королева 13,"228,5",7,0,,,Академика Королева 13,0,10
Москва,01.07.2023,Patek,Оро,"627,2",25,0,,,Оро,0,10
Москва,01.07.2023,Prime Life Development,Первый Нагатинский,"747,2",15,НОВОДАНИЛОВСКАЯ 8,"[55.682238, 37.626213]",1,1_Первый Нагатинский,ЮАО,11
МО,01.07.2023,RDI,Ново-Молоково,"338,1",8,0,,,Ново-Молоково,0,11
МО,01.07.2023,Rose Group/ПроГород ВЭБ,Микрогород в лесу,"965,4",18,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.870159, 37.327588]",2,2_Микрогород в лесу,Красногорск городской округ,11
МО,01.07.2023,Sawatsky,Малые Вешки,"268,1",8,0,,,Малые Вешки,0,4
МО,01.07.2023,SDI Group,Пироговская Ривьера,"656,8",15,0,,,Пироговская Ривьера,0,11
Москва,01.07.2023,Sense,Логос,"115,9",3,0,,,Логос,0,11
Москва,01.07.2023,Seven Suns Development,В стремлении к свету,"26,6",1,0,,,В стремлении к свету,0,11
МО,01.07.2023,Seven Suns Development,Светлый мир БиоПолиc,"303,5",5,0,,,Светлый мир БиоПолиc,0,11
Москва,01.07.2023,Seven Suns Development,Сказочный лес,"165,2",3,0,,,Сказочный лес,0,11
Москва,01.07.2023,Seven Suns Development,Станция Л,"2320,6",51,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.663448, 37.735731]",2,2_Станция Л,ЮВАО,11
НМ,01.07.2023,Sezar Group,Рассказово,1885,37,0,,,Рассказово,0,11
Москва,01.07.2023,Sezar Group,Фулл Хаус,"467,7",6,0,,,Фулл Хаус,0,11
Москва,01.07.2023,Sminex,Достижение,"1614,3",25,0,,,Достижение,0,11
Москва,01.07.2023,Sminex,Лаврушинский,"171,1",1,0,,,Лаврушинский,0,11
Москва,01.07.2023,Sminex (достройка проектов Интеко),Лайф Тайм,"1350,5",13,0,,,Лайф Тайм,0,11
Москва,01.07.2023,StMichael,Зорге 9,"209,4",6,ВЕРЕСК / МЯТА,"[55.783078, 37.508733]",6,6_Зорге 9,САО,11
Москва,01.07.2023,Strana RU,Вау,"2265,5",43,0,,,Вау,0,11
Москва,01.07.2023,Strana RU,Страна Озерная,"2610,5",57,ЗАРЕЧЬЕ ПАРК,"[55.671221, 37.445634]",2,2_Страна Озерная,ЗАО,6
Москва,01.07.2023,Sun Development,Монодом Лейк,"143,4",3,0,,,Монодом Лейк,0,11
Москва,01.07.2023,Tekta,Эвер,"2002,4",34,0,,,Эвер,0,11
Москва,01.07.2023,Tekta,Энитео,"428,2",9,0,,,Энитео,0,11
Москва,01.07.2023,Tekta,Эра,1126,22,СТРЕМЯННЫЙ 2,"[55.720149, 37.645779]",2,2_Эра,ЮАО,6
Москва,01.07.2023,UDevelopment,Шампайн,"263,1",5,0,,,Шампайн,0,11
Москва,01.07.2023,Upside Development (СМУ-6),Апсайд Тауэрс,"1030,2",28,ОКТЯБРЬСКАЯ 98,"[55.811817, 37.606802]",2,2_Апсайд Тауэрс,СВАО,9
Москва,01.07.2023,Upside Development (СМУ-6),Клементин,"534,2",18,0,,,Клементин,0,11
МО,01.07.2023,Urban Group,Лайково,"2952,7",56,0,,,Лайково,0,11
Москва,01.07.2023,Wainbridge,Акватория,"512,7",5,0,,,Акватория,0,11
Москва,01.08.2023,3S Development,Талисман на Рокоссовского,"2121,7",40,0,,,Талисман на Рокоссовского,0,11
НМ,01.08.2023,А101,Бунинские кварталы,"7516,6",136,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.541047, 37.475591]",4,4_Бунинские кварталы,НАО,11
НМ,01.08.2023,А101,Дзен-Кварталы,"15742,1",381,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.551298, 37.476618]",5,5_Дзен-Кварталы,НАО,11
Москва,01.08.2023,А101,Дом на Зорге,"2505,8",38,ВЕРЕСК / МЯТА,"[55.795034, 37.503756]",2,2_Дом на Зорге,САО,5
НМ,01.08.2023,А101,Испанские кварталы-2,"887,2",24,0,,,Испанские кварталы-2,0,11
НМ,01.08.2023,А101,Прокшино,"24552,8",528,0,,,Прокшино,0,11
НМ,01.08.2023,А101,Скандинавия Центр,"13120,1",266,0,,,Скандинавия Центр,0,11
НМ,01.08.2023,А101,Скандинавия Юг,"2755,9",54,0,,,Скандинавия Юг,0,11
Москва,01.08.2023,А101,Южные сады,"4117,1",68,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.548671, 37.517377]",2,2_Южные сады,ЮЗАО,11
Москва,01.08.2023,Абсолют,Коллекция Лужники,"2715,8",28,0,,,Коллекция Лужники,0,11
НМ,01.08.2023,Абсолют,Первый Московский,"5427,4",99,0,,,Первый Московский,0,11
НМ,01.08.2023,Абсолют,Переделкино Ближнее,"5868,2",97,0,,,Переделкино Ближнее,0,11
МО,01.08.2023,Абсолют,Резиденции Сколково,"1665,1",22,ЗАРЕЧЬЕ ПАРК,"[55.683224, 37.394101]",3,3_Резиденции Сколково,Одинцово городской округ,11
МО,01.08.2023,Аверус,Новоград Монино,"2497,2",55,0,,,Новоград Монино,0,11
МО,01.08.2023,Агрострой,Молодежный (Солнечногорск),"46,9",1,0,,,Молодежный (Солнечногорск),0,0
Москва,01.08.2023,Аквилон,Аквилон Бисайд,"2284,7",79,0,,,Аквилон Бисайд,0,11
Москва,01.08.2023,Аквилон,Аквилон Митино,"2262,9",77,0,,,Аквилон Митино,0,11
Москва,01.08.2023,Аквилон,Инди Тауэрс,2724,61,ВЕРЕСК / МЯТА,"[55.790648, 37.507947]",4,4_Инди Тауэрс,САО,4
МО,01.08.2023,Альфа Проджект,Идеал,"66,4",1,0,,,Идеал,0,4
МО,01.08.2023,АМ Девелопмент,Две Столицы,"713,4",21,0,,,Две Столицы,0,11
МО,01.08.2023,Ареал,Карамельный,"514,8",8,0,,,Карамельный,0,11
МО,01.08.2023,Арс,Резиденция 15,"119,2",3,0,,,Резиденция 15,0,11
МО,01.08.2023,Асдор,Усово Парк,"293,3",5,0,,,Усово Парк,0,11
МО,01.08.2023,Атлант,Лидер Парк,"39,5",1,0,,,Лидер Парк,0,11
МО,01.08.2023,Атлант,Лобня Сити,"127,6",4,0,,,Лобня Сити,0,11
Москва,01.08.2023,Белстрой,Большая Семерка,"938,2",13,0,,,Большая Семерка,0,11
МО,01.08.2023,Березовец,Атлантис,"1339,9",23,0,,,Атлантис,0,11
МО,01.08.2023,Березовец,Лесной квартал,"66,5",1,0,,,Лесной квартал,0,11
МО,01.08.2023,Брусника,Первый квартал,"468,6",9,0,,,Первый квартал,0,11
Москва,01.08.2023,Бэсткон,Время,"324,3",5,0,,,Время,0,11
МО,01.08.2023,Веста Групп,Южная 7 (Павловский Посад),"654,3",14,0,,,Южная 7 (Павловский Посад),0,11
МО,01.08.2023,Волжский ДСК,Квартал С-3 (Дубна),"485,6",6,0,,,Квартал С-3 (Дубна),0,11
МО,01.08.2023,Восточный ЛУЧ,Победа,"1520,5",39,0,,,Победа,0,11
Москва,01.08.2023,ВСК Инвест,Эхэд,"68,9",1,0,,,Эхэд,0,11
Москва,01.08.2023,Галс Девелопмент,Космо 4/22,"211,7",3,0,,,Космо 4/22,0,11
МО,01.08.2023,Гефест,Новый Катуар,"28,8",1,0,,,Новый Катуар,0,11
МО,01.08.2023,ГК ПЖИ,Бородино,"517,9",11,0,,,Бородино,0,11
Москва,01.08.2023,ГК Регионы,Дрим Тауэрс,"1481,8",21,0,,,Дрим Тауэрс,0,11
Москва,01.08.2023,ГК Регионы,Преображенская площадь,"43,5",1,0,,,Преображенская площадь,0,11
МО,01.08.2023,Главмособлстрой,Радужный (Кашира),"485,1",11,0,,,Радужный (Кашира),0,0
Москва,01.08.2023,Главстрой,Береговой,"978,9",15,0,,,Береговой,0,11
МО,01.08.2023,Главстрой,Квартал героев,"5968,2",138,КВАРТАЛ АВИАТОРОВ,"[55.737390, 38.001656]",5,5_Квартал героев,Балашиха городской округ,11
МО,01.08.2023,Главстрой,Столичный,"3016,5",71,КВАРТАЛ АВИАТОРОВ,"[55.740059, 38.030002]",4,4_Столичный,Балашиха городской округ,11
Москва,01.08.2023,Град,Город Дэйли,"676,6",23,0,,,Город Дэйли,0,11
МО,01.08.2023,Гранд МО,Соболевка Парк,"1372,1",32,0,,,Соболевка Парк,0,11
МО,01.08.2023,Гранель,Аникеевский,"1747,9",45,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.818152, 37.200354]",3,3_Аникеевский,Красногорск городской округ,11
МО,01.08.2023,Гранель,Бригантина,"4587,7",106,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.948073, 37.483349]",2,2_Бригантина,Долгопрудный городской округ,11
МО,01.08.2023,Гранель,Живописный,"1020,5",18,0,,,Живописный,0,11
МО,01.08.2023,Гранель,Ильинойс,2333,66,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.808933, 37.318918]",4,4_Ильинойс,Красногорск городской округ,11
МО,01.08.2023,Гранель,Императорские Мытищи,"107,6",3,0,,,Императорские Мытищи,0,11
МО,01.08.2023,Гранель,Инновация,"2074,4",47,0,,,Инновация,0,11
Москва,01.08.2023,Гранель,Май Приорити Басманный,"2727,4",47,0,,,Май Приорити Басманный,0,11
Москва,01.08.2023,Гранель,Май Приорити Дубровка,"2796,5",58,0,,,Май Приорити Дубровка,0,11
МО,01.08.2023,Гранель,Новая Рига,"2671,7",68,0,,,Новая Рига,0,11
МО,01.08.2023,Гранель,Пехра,4774,137,КВАРТАЛ АВИАТОРОВ,"[55.834675, 37.955698]",6,6_Пехра,Балашиха городской округ,11
Москва,01.08.2023,Гранель,Профит,"56,6",2,0,,,Профит,0,11
МО,01.08.2023,Гранель,Театральный парк,190,5,0,,,Театральный парк,0,11
Москва,01.08.2023,Гранель,Тринити,"224,7",4,0,,,Тринити,0,11
Москва,01.08.2023,Гранель,Тринити-2,"1049,7",31,0,,,Тринити-2,0,11
Москва,01.08.2023,Гранель,Хайвэй,"1461,9",45,0,,,Хайвэй,0,11
МО,01.08.2023,Группа МГ,Диалект,"2166,2",41,0,,,Диалект,0,11
Москва,01.08.2023,Гута,Первый на Красном,"104,8",1,0,,,Первый на Красном,0,0
МО,01.08.2023,Диострой Инвест,Лесная сказка (Ногинск),"769,9",18,0,,,Лесная сказка (Ногинск),0,11
Москва,01.08.2023,Донстрой,Дом 22,"191,7",1,0,,,Дом 22,0,1
Москва,01.08.2023,Донстрой,Огни,"40,9",1,0,,,Огни,0,11
Москва,01.08.2023,Донстрой,Остров,"12309,5",155,0,,,Остров,0,11
Москва,01.08.2023,Донстрой,Река,"800,1",5,0,,,Река,0,11
Москва,01.08.2023,Донстрой,Сердце Столицы,"947,1",16,0,,,Сердце Столицы,0,11
Москва,01.08.2023,Донстрой,Символ,"8975,8",173,0,,,Символ,0,11
Москва,01.08.2023,Донстрой,Событие,"4747,1",62,0,,,Событие,0,11
МО,01.08.2023,Е-Инвест,Федоскинская слобода,"244,3",7,0,,,Федоскинская слобода,0,0
МО,01.08.2023,Жилстрой,Планерный квартал,"1122,2",26,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.880685, 37.416435]",1,1_Планерный квартал,Химки городской округ,10
МО,01.08.2023,Замитино,Замитино,"147,9",4,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.885307, 37.258228]",1,1_Замитино,Красногорск городской округ,11
МО,01.08.2023,Зеленый сад,Грин Гарден,"904,5",15,0,,,Грин Гарден,0,3
МО,01.08.2023,Земли Московии,Березовая роща (Раменское),"585,2",17,0,,,Березовая роща (Раменское),0,11
МО,01.08.2023,Ин-Групп,Феникс,1242,22,0,,,Феникс,0,8
МО,01.08.2023,Инвестиционный департамент,Квартал 24 (Дубна),"278,2",5,0,,,Квартал 24 (Дубна),0,0
МО,01.08.2023,Инвестстрой,Отрадный,"686,1",17,0,,,Отрадный,0,11
НМ,01.08.2023,Инвесттраст (Рост),Новое Летово,"382,3",6,0,,,Новое Летово,0,7
НМ,01.08.2023,Инвесттраст (Рост),Новые Ватутинки,"2438,3",52,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.518669, 37.348826]",3,3_Новые Ватутинки,НАО,11
НМ,01.08.2023,Инвесттраст (Рост),Новые Ватутинки Десна,243,8,0,,,Новые Ватутинки Десна,0,11
НМ,01.08.2023,Инвесттраст (Рост),Новые Ватутинки Заречный,"3464,7",80,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.520918, 37.387180]",2,2_Новые Ватутинки Заречный,НАО,11
МО,01.08.2023,Ингеоком,Мишино,"906,7",17,0,,,Мишино,0,11
Москва,01.08.2023,ИФД Капитал,Примавера,"3904,7",50,0,,,Примавера,0,11
